date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:58:06	40081/40081	---M--	200	added ('OK')	image/png	etag:%220724fdc2da0544df57fb996453ee4d29%22	https://cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/66fd80e84438a6ee0ef9d3f9_bbb-rating.png	D:/JP%20Web%20Sites/247techtest/cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/66fd80e84438a6ee0ef9d3f9_bbb-rating.png	(from https://www.247techies.com/)
23:58:06	14589/14589	---M--	200	added ('OK')	image/jpeg	etag:%22d87ba519cf1617376a7e29139443023c%22	https://cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/66fd86f1b8cebfa00dfa30da_647ed714ef808d1534a89ae9_247-MS-loho.jpg	D:/JP%20Web%20Sites/247techtest/cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/66fd86f1b8cebfa00dfa30da_647ed714ef808d1534a89ae9_247-MS-loho.jpg	(from https://www.247techies.com/)
23:58:06	8322/8322	---M--	200	added ('OK')	image/png	etag:%2288b0d43a250292df2fd4d639002971a3%22	https://cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62ecc365d6406526679bd27a_trust-pilot.png	D:/JP%20Web%20Sites/247techtest/cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62ecc365d6406526679bd27a_trust-pilot.png	(from https://www.247techies.com/)
23:58:07	11655/11655	---M--	200	added ('OK')	image/png	etag:%22ad63e4e811f92153197dbbeaf56d33c4%22	https://cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e8cfc36f384c552a193651_bbb-smal-2l.png	D:/JP%20Web%20Sites/247techtest/cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e8cfc36f384c552a193651_bbb-smal-2l.png	(from https://www.247techies.com/)
23:58:07	10701/10701	---M--	200	added ('OK')	image/png	etag:%227e0f8b81f3e6059066bfa0690153cdcf%22	https://cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e8d205cebb1c4014e66143_ms-small-2.png	D:/JP%20Web%20Sites/247techtest/cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e8d205cebb1c4014e66143_ms-small-2.png	(from https://www.247techies.com/)
23:58:08	3985/3985	---M--	200	added ('OK')	image/png	etag:%2238293114c056d79ebd1beddb4194b165%22	https://cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e8d2fd520af97f3d57a0f2_logo-tech.png	D:/JP%20Web%20Sites/247techtest/cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e8d2fd520af97f3d57a0f2_logo-tech.png	(from https://www.247techies.com/)
23:58:08	5255/5255	---M--	200	added ('OK')	image/png	etag:%222c84e2f0cdd4102f0d9c0e8a3574bc78%22	https://cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e8d33f273b5ca2ee7993ab_logo-huff.png	D:/JP%20Web%20Sites/247techtest/cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e8d33f273b5ca2ee7993ab_logo-huff.png	(from https://www.247techies.com/)
23:58:08	25841/25841	---M--	200	added ('OK')	image/png	etag:%22351969051fe85b75d484d54e4f1dbf7c%22	https://cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/66fd85e93715171abb17f5c6_icons-all.png	D:/JP%20Web%20Sites/247techtest/cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/66fd85e93715171abb17f5c6_icons-all.png	(from https://www.247techies.com/)
23:58:09	68026/68026	---M--	200	added ('OK')	image/png	etag:%229fcd6c233ca261bdaabf8b8a6340b0ce%22	https://cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/66fe5987ef763efcc7496436_Logo%20Mark.png	D:/JP%20Web%20Sites/247techtest/cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/66fe5987ef763efcc7496436_Logo%20Mark.png	(from https://www.247techies.com/)
23:58:09	6576/6576	---M--	200	added ('OK')	image/png	etag:%2278c22287d3adae25b1ba17f51329af95%22	https://cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e1567bf8ec78360bbd0184_techsupport-icon-y.png	D:/JP%20Web%20Sites/247techtest/cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e1567bf8ec78360bbd0184_techsupport-icon-y.png	(from https://www.247techies.com/)
23:58:09	5569/5569	---M--	200	added ('OK')	image/png	etag:%22e66a062adac9402c78e3ca928923c41d%22	https://cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e15685e6877f565cb4532d_end-user-icon-y.png	D:/JP%20Web%20Sites/247techtest/cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e15685e6877f565cb4532d_end-user-icon-y.png	(from https://www.247techies.com/)
23:58:09	7275/7275	---M--	200	added ('OK')	image/png	etag:%220dd3f5aed990ba94ffd793e168e1e118%22	https://cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e1569384d3a84d750e2e41_data-center-icon-y.png	D:/JP%20Web%20Sites/247techtest/cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e1569384d3a84d750e2e41_data-center-icon-y.png	(from https://www.247techies.com/)
23:58:09	6507/6507	---M--	200	added ('OK')	image/png	etag:%22b00c581ef1cee76f9122360f9a80e1d5%22	https://cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e156a21f8d8e9c053cf267_cloud-migration-icon-y.png	D:/JP%20Web%20Sites/247techtest/cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e156a21f8d8e9c053cf267_cloud-migration-icon-y.png	(from https://www.247techies.com/)
23:58:10	6173/6173	---M--	200	added ('OK')	image/png	etag:%223a72cd30737812c3a022d1f8eb62dbf0%22	https://cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e156ae3fd1beb131b0fac1_assesments-icon-y.png	D:/JP%20Web%20Sites/247techtest/cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e156ae3fd1beb131b0fac1_assesments-icon-y.png	(from https://www.247techies.com/)
23:58:10	8313/8313	---M--	200	added ('OK')	image/png	etag:%229c105f0c24696c9bf71473e149809967%22	https://cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e156b8476f3024867f2264_virtual-manager-icon-y.png	D:/JP%20Web%20Sites/247techtest/cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e156b8476f3024867f2264_virtual-manager-icon-y.png	(from https://www.247techies.com/)
23:58:10	51222/51222	---M--	200	added ('OK')	image/png	etag:%2211735b1875b81779cc735b8f842cd09b%22	https://cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/66fea24c5aa24716c7428eae_JMARK-Logo.png	D:/JP%20Web%20Sites/247techtest/cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/66fea24c5aa24716c7428eae_JMARK-Logo.png	(from https://www.247techies.com/)
23:58:10	11268/11268	---M--	200	added ('OK')	image/png	etag:%222789e4942ef8fe418e96c9ed22f051cb%22	https://cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/66ffa2003bc7e83a1ef80060_alice-a-salvo.png	D:/JP%20Web%20Sites/247techtest/cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/66ffa2003bc7e83a1ef80060_alice-a-salvo.png	(from https://www.247techies.com/)
23:58:11	12946/12946	---M--	200	added ('OK')	image/png	etag:%220e270eaa5cef11ba6c3eb9bf4c28b5c7%22	https://cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/66ffd9ecfbac5f2bbb9bbd12_UST_Global_Logo.png	D:/JP%20Web%20Sites/247techtest/cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/66ffd9ecfbac5f2bbb9bbd12_UST_Global_Logo.png	(from https://www.247techies.com/)
23:58:11	26473/26473	---M--	200	added ('OK')	image/png	etag:%228f7eca6bfb4522c6ee0013a8bebe519a%22	https://cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/66ffa21fccb60417d08dd7b9_centurion.png	D:/JP%20Web%20Sites/247techtest/cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/66ffa21fccb60417d08dd7b9_centurion.png	(from https://www.247techies.com/)
23:58:11	9482/9482	---M--	200	added ('OK')	image/png	etag:%22026fce2b864e6f3d394d2ba9252d456d%22	https://cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/66ffd932fabf97faf30cb7a3_different.png	D:/JP%20Web%20Sites/247techtest/cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/66ffd932fabf97faf30cb7a3_different.png	(from https://www.247techies.com/)
23:58:11	10157/10157	---M--	200	added ('OK')	image/png	etag:%2214eda13b76a7757d58f851feea474644%22	https://cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/66ffd8776c7805488bc73c31_dave%27s-black.png	D:/JP%20Web%20Sites/247techtest/cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/66ffd8776c7805488bc73c31_dave's-black.png	(from https://www.247techies.com/)
23:58:12	17379/17379	---M--	200	added ('OK')	image/png	etag:%224089d08f4e16a343004a61f1e9ace4f5%22	https://cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/66ffa23bac60a3335ef5de28_csi.png	D:/JP%20Web%20Sites/247techtest/cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/66ffa23bac60a3335ef5de28_csi.png	(from https://www.247techies.com/)
23:58:12	4205/4205	---M--	200	added ('OK')	image/png	etag:%22bc02c81d6775362b981f5debed397589%22	https://cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e0e20daa9a84fa018ff26f_microsoft.png	D:/JP%20Web%20Sites/247techtest/cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e0e20daa9a84fa018ff26f_microsoft.png	(from https://www.247techies.com/)
23:58:12	1999/1999	---M--	200	added ('OK')	image/png	etag:%22e91896520da5bd6fc4ac173d2fe11991%22	https://cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e0e20daa9a84633a8ff266_AmazonWebservices_Logo.png	D:/JP%20Web%20Sites/247techtest/cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e0e20daa9a84633a8ff266_AmazonWebservices_Logo.png	(from https://www.247techies.com/)
23:58:12	3035/3035	---M--	200	added ('OK')	image/png	etag:%2278163f83bc746732c395eaf233a18ca5%22	https://cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e0e20daa9a8433f18ff268_vmware.png	D:/JP%20Web%20Sites/247techtest/cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e0e20daa9a8433f18ff268_vmware.png	(from https://www.247techies.com/)
23:58:13	1490/1490	---M--	200	added ('OK')	image/png	etag:%22bb085f09bcf21325a5b453e86e599602%22	https://cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e0e20daa9a849bb88ff269_cisco.png	D:/JP%20Web%20Sites/247techtest/cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e0e20daa9a849bb88ff269_cisco.png	(from https://www.247techies.com/)
23:58:13	1877/1877	---M--	200	added ('OK')	image/png	etag:%2271a11a7ea14d7c8a7507e64b651bf49f%22	https://cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e0e20daa9a8413a48ff267_cloudflare.png	D:/JP%20Web%20Sites/247techtest/cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e0e20daa9a8413a48ff267_cloudflare.png	(from https://www.247techies.com/)
23:58:13	2604/2604	---M--	200	added ('OK')	image/png	etag:%22044ca9766efe4aa96e8a222551cdf589%22	https://cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e0e20daa9a84a10b8ff26a_rackspace.png	D:/JP%20Web%20Sites/247techtest/cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e0e20daa9a84a10b8ff26a_rackspace.png	(from https://www.247techies.com/)
23:58:13	1984/1984	---M--	200	added ('OK')	image/png	etag:%22788a3bbc3fcd1bdb306c930212faa592%22	https://cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e0e20daa9a8483e08ff26b_intel.png	D:/JP%20Web%20Sites/247techtest/cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e0e20daa9a8483e08ff26b_intel.png	(from https://www.247techies.com/)
23:58:14	2064/2064	---M--	200	added ('OK')	image/png	etag:%22cd1d09448d97d7b7a6737f5a12355123%22	https://cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e0e20daa9a845f538ff26c_dialog.png	D:/JP%20Web%20Sites/247techtest/cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e0e20daa9a845f538ff26c_dialog.png	(from https://www.247techies.com/)
23:58:14	1728/1728	---M--	200	added ('OK')	image/png	etag:%226ec448af80ca325214bac8a58354e577%22	https://cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e0e20daa9a84d8068ff26d_symantec.png	D:/JP%20Web%20Sites/247techtest/cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e0e20daa9a84d8068ff26d_symantec.png	(from https://www.247techies.com/)
23:58:14	89476/89476	---MCZ	200	added ('OK')	application/javascript	etag:W/%22dc5e7f18c8d36ac1d3d4753a87c98d0a%22	https://d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c8.js?site=62e0e20daa9a840d118ff0da	D:/JP%20Web%20Sites/247techtest/d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c839d7.js	(from https://www.247techies.com/)
23:58:15	364389/364389	---MCZ	200	added ('OK')	text/javascript	etag:W/%22a9acf7bf5be9b113436065f6ff56531b%22	https://cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/js/webflow.319b2ec9fce91e9b49580831eb6c6e91.js	D:/JP%20Web%20Sites/247techtest/cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/js/webflow.319b2ec9fce91e9b49580831eb6c6e91.js	(from https://www.247techies.com/)
23:58:15	61842/61842	---M--	200	added ('OK')	image/png	etag:%22dfdb0ab930ccc3fe7400737874bf86ae%22	https://cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e0e20daa9a8437458ff11e_inside-img-infra.png	D:/JP%20Web%20Sites/247techtest/cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e0e20daa9a8437458ff11e_inside-img-infra.png	(from https://www.247techies.com/infrastructure/it-infrastructure-solutions)
23:58:16	9069/9069	---M--	200	added ('OK')	image/png	etag:%221b7723f32cd3ce9dc85a835984db5b0f%22	https://cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62eb62a61c29174e8fdbe219_pat-slim2.png	D:/JP%20Web%20Sites/247techtest/cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62eb62a61c29174e8fdbe219_pat-slim2.png	(from https://www.247techies.com/infrastructure/it-infrastructure-solutions)
23:58:17	15608/15608	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Dec%202024%2013:45:25%20GMT	https://www.247techies.com/case-studies/casestudy-patronus	D:/JP%20Web%20Sites/247techtest/www.247techies.com/case-studies/casestudy-patronus.html	(from https://www.247techies.com/infrastructure/it-infrastructure-solutions)
23:58:17	11671/11671	---M--	200	added ('OK')	image/png	etag:%2258a1bc9f7e974755108df40ba01e51e2%22	https://cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62ebbe5a2edcdbe5f27b53cb_ust-ust.png	D:/JP%20Web%20Sites/247techtest/cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62ebbe5a2edcdbe5f27b53cb_ust-ust.png	(from https://www.247techies.com/infrastructure/it-infrastructure-solutions)
23:58:18	16158/16158	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Dec%202024%2000:56:07%20GMT	https://www.247techies.com/case-studies/casestudy-ustglobal	D:/JP%20Web%20Sites/247techtest/www.247techies.com/case-studies/casestudy-ustglobal.html	(from https://www.247techies.com/infrastructure/it-infrastructure-solutions)
23:58:18	11616/11616	---M--	200	added ('OK')	image/png	etag:%22d4e5125e01ccab8faf0668c644f9a466%22	https://cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e0e20daa9a84acd18ff1fd_home-stax-llo.png	D:/JP%20Web%20Sites/247techtest/cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e0e20daa9a84acd18ff1fd_home-stax-llo.png	(from https://www.247techies.com/infrastructure/it-infrastructure-solutions)
23:58:19	16189/16189	---MCZ	200	added ('OK')	text/html	date:Tue,%2017%20Dec%202024%2003:11:05%20GMT	https://www.247techies.com/case-studies/casestudy-stax	D:/JP%20Web%20Sites/247techtest/www.247techies.com/case-studies/casestudy-stax.html	(from https://www.247techies.com/infrastructure/it-infrastructure-solutions)
23:58:21	20333/20333	---MCZ	200	added ('OK')	text/html	date:Mon,%2016%20Dec%202024%2020:07:59%20GMT	https://www.247techies.com/infrastructure/get-the-best-microsoft-365-experience	D:/JP%20Web%20Sites/247techtest/www.247techies.com/infrastructure/get-the-best-microsoft-365-experience.html	(from https://www.247techies.com/infrastructure/cloud-migrations-management)
23:58:21	45765/45765	---M--	200	added ('OK')	image/png	etag:%22159d496f993d21fa08df8d13ec49edb7%22	https://cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e0e20daa9a84644e8ff127_secu.png	D:/JP%20Web%20Sites/247techtest/cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e0e20daa9a84644e8ff127_secu.png	(from https://www.247techies.com/it-security/it-security-solutions)
23:58:21	7004/7004	---M--	200	added ('OK')	image/png	etag:%22db773fd22b776d8da774d305f4338a2b%22	https://cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e1585c151a9924613f7b1f_security-assesments-y.png	D:/JP%20Web%20Sites/247techtest/cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e1585c151a9924613f7b1f_security-assesments-y.png	(from https://www.247techies.com/it-security/it-security-solutions)
23:58:22	8501/8501	---M--	200	added ('OK')	image/png	etag:%224f45028f649a993045f4a4c856c4d5d4%22	https://cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e1586b3423cd6786112935_information-security-y.png	D:/JP%20Web%20Sites/247techtest/cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e1586b3423cd6786112935_information-security-y.png	(from https://www.247techies.com/it-security/it-security-solutions)
23:58:23	10047/10047	---M--	200	added ('OK')	image/png	etag:%22daec0d781cdb01ccf404fc02e81fbf0f%22	https://cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e158787b4606d8db9098ca_sec-operations-y.png	D:/JP%20Web%20Sites/247techtest/cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e158787b4606d8db9098ca_sec-operations-y.png	(from https://www.247techies.com/it-security/it-security-solutions)
23:58:23	7202/7202	---M--	200	added ('OK')	image/png	etag:%22ee1c94cefb7f5afa2b57d4c03e05947a%22	https://cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e15882d050db5cd4b981e8_sec-solutions-y.png	D:/JP%20Web%20Sites/247techtest/cdn.prod.website-files.com/62e0e20daa9a840d118ff0da/62e15882d050db5cd4b981e8_sec-solutions-y.png	(from https://www.247techies.com/it-security/it-security-solutions)
